customer_id,transaction_date,transaction_amount,transaction_type,transaction_description
503,53:54.3,1708,withdrawal,ATM Withdrawal
503,43:14.2,1717,deposit,Cash Deposit
503,18:48.4,7616,payment,Online Purchase
503,56:03.1,1167,payment,Restaurant Bill
504,07:28.0,2079,payment,Restaurant Bill
504,42:09.3,9854,withdrawal,Bill Payment
504,06:41.1,5242,deposit,Cash Deposit
504,27:30.6,8735,payment,Restaurant Bill
504,56:58.2,8096,withdrawal,Bill Payment
504,39:52.9,7764,withdrawal,Bill Payment
505,03:02.7,1445,deposit,Check Deposit
505,42:53.6,6204,payment,Grocery Shopping
505,37:37.5,6408,withdrawal,ATM Withdrawal
505,19:05.6,3084,withdrawal,ATM Withdrawal
506,29:27.2,1597,deposit,Cash Deposit
506,50:14.5,110,withdrawal,ATM Withdrawal
506,30:36.7,7716,payment,Restaurant Bill
506,53:54.8,7142,withdrawal,Online Transfer
507,25:00.0,5484,deposit,Check Deposit
507,54:53.4,1388,withdrawal,ATM Withdrawal
507,31:12.4,408,payment,Restaurant Bill
507,02:23.4,3265,deposit,Check Deposit
508,21:00.9,296,withdrawal,ATM Withdrawal
508,19:55.0,4360,withdrawal,Online Transfer
508,09:54.2,5215,payment,Grocery Shopping
508,18:10.1,4871,payment,Online Purchase
508,28:53.9,7825,deposit,Check Deposit
508,15:27.6,4049,deposit,Salary Deposit
508,21:17.0,6597,payment,Grocery Shopping
508,00:35.8,9070,withdrawal,Bill Payment
508,49:47.5,5191,deposit,Salary Deposit
509,23:07.8,3153,withdrawal,Online Transfer
510,05:45.9,9545,withdrawal,Online Transfer
510,03:21.2,3352,payment,Online Purchase
510,51:20.6,6903,deposit,Salary Deposit
511,38:34.3,9002,deposit,Cash Deposit
511,12:43.4,4832,payment,Online Purchase
511,16:11.9,3797,withdrawal,ATM Withdrawal
512,46:45.2,5059,withdrawal,Bill Payment
512,07:37.5,9981,withdrawal,Bill Payment
513,36:17.3,7893,deposit,Check Deposit
513,35:58.1,7241,withdrawal,ATM Withdrawal
513,50:08.8,6818,withdrawal,ATM Withdrawal
515,46:56.0,9491,payment,Grocery Shopping
515,04:32.2,4184,payment,Restaurant Bill
515,49:28.4,5538,payment,Restaurant Bill
515,46:48.7,5875,withdrawal,ATM Withdrawal
515,11:00.3,4265,withdrawal,Online Transfer
515,22:07.6,9342,payment,Online Purchase
515,26:17.1,7596,payment,Online Purchase
515,03:38.9,9554,withdrawal,ATM Withdrawal
515,37:33.4,668,deposit,Check Deposit
516,38:50.7,4015,deposit,Check Deposit
516,03:06.9,1145,withdrawal,Bill Payment
516,23:25.7,9268,payment,Restaurant Bill
516,25:56.0,6845,deposit,Cash Deposit
516,32:27.8,784,payment,Grocery Shopping
516,47:17.4,153,payment,Grocery Shopping
516,58:21.7,9293,payment,Online Purchase
517,28:20.8,1976,deposit,Cash Deposit
517,05:40.2,7506,withdrawal,Bill Payment
518,36:40.2,383,deposit,Check Deposit
518,02:37.1,7185,withdrawal,Online Transfer
518,26:08.2,8346,deposit,Cash Deposit
518,16:30.2,6719,deposit,Salary Deposit
519,12:50.3,2253,payment,Online Purchase
519,44:36.7,5945,withdrawal,ATM Withdrawal
519,48:09.5,4362,payment,Online Purchase
519,18:38.2,8927,withdrawal,Online Transfer
519,29:10.3,2482,deposit,Check Deposit
519,00:19.2,9313,deposit,Check Deposit
519,27:26.9,8431,payment,Grocery Shopping
520,03:22.3,6179,payment,Grocery Shopping
520,45:20.1,3554,payment,Online Purchase
520,50:14.9,3746,withdrawal,Online Transfer
520,45:33.1,5593,deposit,Check Deposit
520,02:21.6,7965,payment,Grocery Shopping
520,19:38.1,9373,withdrawal,Bill Payment
520,41:02.7,1232,withdrawal,Online Transfer
520,21:17.8,8692,deposit,Check Deposit
521,42:42.5,6193,payment,Online Purchase
521,18:48.3,8212,withdrawal,ATM Withdrawal
522,34:11.2,1637,deposit,Check Deposit
522,01:42.1,5505,deposit,Check Deposit
522,05:04.1,8580,withdrawal,ATM Withdrawal
523,40:13.1,9660,withdrawal,Bill Payment
523,34:31.2,9527,withdrawal,ATM Withdrawal
523,11:54.5,4609,payment,Grocery Shopping
523,28:55.3,9165,withdrawal,Online Transfer
523,39:27.5,2381,withdrawal,Bill Payment
523,48:32.2,8745,deposit,Salary Deposit
524,22:03.6,1231,payment,Restaurant Bill
525,22:01.2,9076,withdrawal,Online Transfer
526,08:25.0,8030,deposit,Check Deposit
526,13:45.3,910,withdrawal,ATM Withdrawal
526,52:58.1,9341,payment,Grocery Shopping
526,08:28.2,4895,deposit,Salary Deposit
526,45:13.2,6987,deposit,Cash Deposit
526,57:14.1,8646,payment,Online Purchase
526,19:12.4,6029,payment,Online Purchase
527,26:26.9,7087,withdrawal,Bill Payment
527,34:41.4,1158,deposit,Check Deposit
527,24:40.2,400,withdrawal,ATM Withdrawal
527,12:11.6,8352,withdrawal,Online Transfer
527,11:47.2,5110,payment,Restaurant Bill
528,06:52.2,5192,payment,Grocery Shopping
528,54:36.1,6360,payment,Grocery Shopping
528,35:16.1,6940,payment,Grocery Shopping
529,26:42.4,5312,withdrawal,Bill Payment
529,25:28.7,857,withdrawal,Online Transfer
529,38:30.2,3695,payment,Grocery Shopping
529,29:25.3,1811,deposit,Cash Deposit
530,47:03.6,4008,withdrawal,ATM Withdrawal
530,13:49.7,7347,payment,Grocery Shopping
530,49:22.8,7409,withdrawal,Online Transfer
530,39:27.4,5000,withdrawal,Online Transfer
531,57:30.9,3207,payment,Grocery Shopping
531,35:28.8,7356,withdrawal,Online Transfer
531,52:18.0,8623,deposit,Cash Deposit
532,38:22.8,1064,deposit,Check Deposit
532,40:45.7,7674,deposit,Salary Deposit
532,23:34.3,1918,withdrawal,Bill Payment
532,05:19.3,1773,withdrawal,Bill Payment
532,17:53.2,5234,deposit,Salary Deposit
532,21:46.6,5369,withdrawal,ATM Withdrawal
532,45:32.8,6452,withdrawal,Online Transfer
532,15:04.4,9801,deposit,Cash Deposit
532,24:13.9,9967,withdrawal,ATM Withdrawal
533,21:13.3,2515,payment,Restaurant Bill
533,29:44.8,9968,payment,Restaurant Bill
533,45:04.3,2339,payment,Restaurant Bill
533,00:42.4,4190,payment,Online Purchase
533,08:56.7,4563,deposit,Cash Deposit
533,19:06.7,8955,deposit,Check Deposit
533,46:17.3,4318,payment,Online Purchase
534,30:26.4,3887,payment,Restaurant Bill
534,53:37.4,5844,payment,Restaurant Bill
534,37:47.8,6640,payment,Grocery Shopping
534,27:29.3,7106,withdrawal,Bill Payment
534,23:51.3,9993,payment,Grocery Shopping
534,10:07.4,8425,withdrawal,Bill Payment
534,24:35.8,8577,deposit,Salary Deposit
535,56:35.3,895,payment,Online Purchase
535,06:19.0,2593,deposit,Check Deposit
535,34:56.6,6007,payment,Grocery Shopping
535,52:30.9,3268,deposit,Cash Deposit
535,26:37.2,6673,withdrawal,Bill Payment
536,28:28.4,8106,payment,Grocery Shopping
537,39:45.0,8367,deposit,Check Deposit
537,42:17.2,7494,payment,Grocery Shopping
537,50:10.5,3563,deposit,Salary Deposit
537,25:32.1,7710,withdrawal,Bill Payment
537,02:50.1,2636,payment,Restaurant Bill
537,08:18.5,2346,withdrawal,Online Transfer
537,36:58.3,5865,withdrawal,Bill Payment
537,17:55.7,4831,payment,Grocery Shopping
537,21:05.0,2868,payment,Grocery Shopping
538,49:48.1,982,withdrawal,ATM Withdrawal
538,09:59.9,5477,withdrawal,Online Transfer
538,12:11.9,7151,deposit,Salary Deposit
538,36:21.4,915,deposit,Salary Deposit
538,55:36.5,7438,deposit,Salary Deposit
539,23:01.5,7444,withdrawal,ATM Withdrawal
539,37:04.7,2060,payment,Restaurant Bill
539,42:12.8,3579,withdrawal,ATM Withdrawal
539,19:03.7,3088,deposit,Cash Deposit
539,47:03.9,8450,deposit,Salary Deposit
540,40:35.5,7134,deposit,Cash Deposit
540,11:20.8,1826,deposit,Cash Deposit
540,10:01.6,1863,withdrawal,Bill Payment
540,02:40.0,3697,withdrawal,Bill Payment
540,27:52.8,622,withdrawal,Online Transfer
540,51:00.5,5485,payment,Online Purchase
540,21:53.6,5511,withdrawal,Bill Payment
540,42:38.7,3955,withdrawal,Online Transfer
540,40:02.5,8411,deposit,Salary Deposit
542,35:46.9,3922,payment,Online Purchase
542,38:28.7,1529,payment,Online Purchase
542,53:13.7,6778,payment,Grocery Shopping
542,56:12.7,1467,withdrawal,Bill Payment
542,37:06.2,8898,deposit,Salary Deposit
543,47:20.5,5728,withdrawal,Online Transfer
543,15:28.1,1310,deposit,Cash Deposit
543,24:19.5,7917,withdrawal,Bill Payment
543,41:05.9,4789,deposit,Check Deposit
543,41:50.4,3049,deposit,Salary Deposit
543,51:14.3,9184,withdrawal,Bill Payment
543,59:13.1,2759,payment,Restaurant Bill
543,18:39.9,3302,withdrawal,Bill Payment
545,44:32.2,7765,payment,Restaurant Bill
545,08:16.7,5637,deposit,Cash Deposit
545,10:12.9,1590,withdrawal,Online Transfer
545,18:07.5,8431,withdrawal,Online Transfer
545,17:23.0,435,payment,Online Purchase
545,02:02.8,2289,deposit,Salary Deposit
546,18:29.4,3765,deposit,Check Deposit
547,12:27.0,3063,deposit,Salary Deposit
547,43:00.0,6706,payment,Restaurant Bill
547,56:14.6,9266,payment,Grocery Shopping
547,03:45.6,9701,withdrawal,Online Transfer
547,32:29.2,7161,withdrawal,ATM Withdrawal
547,59:24.2,3154,deposit,Cash Deposit
547,51:05.3,6848,withdrawal,Online Transfer
547,15:58.7,6003,withdrawal,Bill Payment
548,49:45.6,8445,withdrawal,ATM Withdrawal
548,26:30.4,10000,deposit,Cash Deposit
548,14:44.1,8503,payment,Grocery Shopping
548,34:02.7,1925,payment,Grocery Shopping
548,47:29.0,798,withdrawal,ATM Withdrawal
548,44:18.0,3078,deposit,Check Deposit
548,57:42.5,3412,payment,Grocery Shopping
548,15:01.3,2688,deposit,Check Deposit
548,01:00.4,2987,withdrawal,Online Transfer
550,33:34.0,6331,withdrawal,Bill Payment
550,38:34.6,2447,payment,Grocery Shopping
550,02:30.0,9286,payment,Online Purchase
550,00:37.2,4727,payment,Online Purchase
552,12:56.8,9579,withdrawal,Online Transfer
552,22:15.9,6941,payment,Restaurant Bill
552,03:25.3,6134,withdrawal,Bill Payment
552,17:12.8,6165,withdrawal,Online Transfer
552,53:38.2,9807,deposit,Check Deposit
552,56:48.2,5252,payment,Restaurant Bill
552,42:16.5,8885,withdrawal,Online Transfer
552,10:30.6,4395,payment,Online Purchase
552,47:36.5,3928,payment,Grocery Shopping
553,53:21.6,1517,deposit,Cash Deposit
553,05:34.5,7962,deposit,Cash Deposit
553,21:44.4,893,payment,Restaurant Bill
553,48:29.6,8188,deposit,Cash Deposit
553,42:41.5,903,withdrawal,Bill Payment
553,48:16.1,8732,withdrawal,ATM Withdrawal
553,24:13.9,8322,withdrawal,Online Transfer
553,44:41.2,5939,deposit,Salary Deposit
553,20:15.7,2713,payment,Restaurant Bill
554,44:33.5,9368,deposit,Check Deposit
555,10:30.4,4638,withdrawal,ATM Withdrawal
555,20:14.5,3957,deposit,Check Deposit
555,58:32.3,1921,payment,Online Purchase
555,08:38.8,496,deposit,Salary Deposit
555,38:34.9,939,withdrawal,Bill Payment
555,48:27.4,7855,deposit,Check Deposit
555,02:08.9,1060,deposit,Check Deposit
555,42:42.4,2832,deposit,Salary Deposit
555,46:55.1,8742,payment,Online Purchase
556,41:13.9,7276,payment,Online Purchase
556,01:34.6,1912,deposit,Cash Deposit
556,24:45.6,6399,deposit,Cash Deposit
556,27:16.5,8890,deposit,Check Deposit
556,07:47.6,6265,withdrawal,Bill Payment
556,07:41.4,8452,payment,Grocery Shopping
556,53:40.4,6547,deposit,Check Deposit
556,00:17.0,7967,withdrawal,ATM Withdrawal
557,35:13.0,8111,deposit,Check Deposit
557,07:26.7,2352,withdrawal,Bill Payment
557,43:21.7,1178,withdrawal,ATM Withdrawal
558,27:49.0,3362,payment,Restaurant Bill
558,40:25.8,5248,deposit,Cash Deposit
560,41:26.4,9870,withdrawal,ATM Withdrawal
560,03:43.7,4410,deposit,Check Deposit
560,10:56.7,5539,deposit,Check Deposit
560,53:20.0,6813,deposit,Cash Deposit
560,48:30.5,4346,withdrawal,Online Transfer
562,51:52.2,9426,deposit,Salary Deposit
564,24:36.9,8378,payment,Online Purchase
564,59:40.9,7383,deposit,Salary Deposit
564,57:05.2,7798,deposit,Salary Deposit
564,41:35.9,9281,deposit,Salary Deposit
564,17:59.2,6096,payment,Online Purchase
565,27:17.2,6184,withdrawal,Online Transfer
565,55:57.1,1579,withdrawal,ATM Withdrawal
565,30:38.3,2866,withdrawal,Bill Payment
566,11:21.1,3007,withdrawal,ATM Withdrawal
566,12:57.1,347,deposit,Check Deposit
567,12:53.6,3470,payment,Online Purchase
567,53:33.8,8800,payment,Online Purchase
567,08:04.9,6749,withdrawal,Online Transfer
567,25:02.9,2549,payment,Grocery Shopping
567,57:17.9,3057,withdrawal,ATM Withdrawal
567,39:57.5,2939,withdrawal,ATM Withdrawal
567,23:22.7,6257,withdrawal,Bill Payment
567,17:11.8,2067,payment,Grocery Shopping
568,27:53.2,1549,deposit,Cash Deposit
568,21:53.8,6258,deposit,Cash Deposit
569,34:06.2,5682,withdrawal,Bill Payment
569,46:34.9,8830,deposit,Cash Deposit
569,53:13.1,5345,withdrawal,Bill Payment
569,53:40.6,5340,withdrawal,ATM Withdrawal
569,33:49.5,2663,withdrawal,ATM Withdrawal
569,14:56.4,1959,deposit,Cash Deposit
569,26:53.2,992,withdrawal,Bill Payment
570,03:49.6,4599,payment,Online Purchase
570,31:53.6,491,payment,Online Purchase
570,50:04.5,3949,deposit,Cash Deposit
570,42:24.8,3205,deposit,Cash Deposit
571,03:22.2,5180,payment,Online Purchase
571,51:18.5,8045,deposit,Salary Deposit
571,15:17.7,4509,deposit,Check Deposit
571,36:32.0,7821,payment,Online Purchase
571,08:48.9,8554,deposit,Check Deposit
571,23:30.0,2373,deposit,Cash Deposit
572,36:05.1,4270,payment,Grocery Shopping
573,52:51.5,7296,payment,Online Purchase
574,30:31.5,611,deposit,Cash Deposit
574,04:48.4,7898,payment,Restaurant Bill
574,23:32.4,4558,payment,Restaurant Bill
574,16:29.3,1430,payment,Online Purchase
574,26:21.0,1551,payment,Grocery Shopping
574,45:10.4,9746,payment,Online Purchase
575,37:14.2,2949,withdrawal,ATM Withdrawal
576,04:08.9,8956,withdrawal,Bill Payment
576,58:02.3,1536,withdrawal,ATM Withdrawal
576,37:39.3,7014,deposit,Cash Deposit
578,58:16.3,5982,withdrawal,ATM Withdrawal
578,07:44.9,1152,withdrawal,ATM Withdrawal
578,45:53.4,9218,deposit,Salary Deposit
582,57:39.2,2587,deposit,Salary Deposit
582,44:34.4,6326,deposit,Cash Deposit
582,14:40.5,9710,withdrawal,Bill Payment
582,49:59.7,8264,withdrawal,Bill Payment
582,34:34.0,2541,withdrawal,Bill Payment
582,27:06.2,2643,payment,Grocery Shopping
582,03:16.4,6976,withdrawal,Online Transfer
582,48:13.2,827,withdrawal,Bill Payment
583,01:10.4,7710,deposit,Salary Deposit
583,10:59.6,5251,deposit,Check Deposit
583,32:12.4,9527,withdrawal,ATM Withdrawal
583,43:03.4,2203,deposit,Cash Deposit
584,22:14.2,7801,withdrawal,Bill Payment
584,56:02.7,340,deposit,Salary Deposit
584,14:56.5,6448,deposit,Cash Deposit
584,03:42.8,724,withdrawal,ATM Withdrawal
584,32:04.8,3812,deposit,Cash Deposit
585,53:31.6,7887,deposit,Check Deposit
585,41:55.6,2068,deposit,Salary Deposit
585,26:14.5,5015,payment,Restaurant Bill
585,17:48.3,1577,payment,Grocery Shopping
585,17:37.0,1845,payment,Restaurant Bill
585,35:13.7,2861,deposit,Cash Deposit
585,33:48.0,4655,payment,Grocery Shopping
585,42:29.6,4140,payment,Grocery Shopping
586,12:58.5,5174,withdrawal,Online Transfer
586,35:53.4,9181,withdrawal,Online Transfer
586,51:52.1,7334,payment,Grocery Shopping
586,36:40.4,8962,payment,Online Purchase
587,14:34.0,381,withdrawal,Bill Payment
587,15:39.4,3304,withdrawal,Online Transfer
587,27:04.1,3613,payment,Online Purchase
588,03:36.7,8921,payment,Online Purchase
588,13:12.2,9913,deposit,Salary Deposit
588,39:49.0,9036,withdrawal,Online Transfer
588,26:03.6,9670,payment,Online Purchase
588,55:54.4,4954,withdrawal,ATM Withdrawal
588,14:15.2,339,withdrawal,ATM Withdrawal
588,41:30.6,671,withdrawal,Bill Payment
589,51:42.7,8785,payment,Restaurant Bill
589,32:20.3,7754,deposit,Salary Deposit
589,53:27.2,7283,withdrawal,ATM Withdrawal
589,48:50.7,7962,payment,Grocery Shopping
589,40:14.9,4685,withdrawal,ATM Withdrawal
589,34:02.5,9071,deposit,Salary Deposit
589,01:04.7,1349,withdrawal,ATM Withdrawal
589,11:50.9,7542,withdrawal,Bill Payment
590,52:22.1,8377,payment,Grocery Shopping
590,07:56.6,4540,withdrawal,Online Transfer
590,46:24.6,9843,payment,Grocery Shopping
591,18:41.6,400,withdrawal,Online Transfer
591,09:57.9,9060,withdrawal,Online Transfer
591,55:52.7,6832,withdrawal,Online Transfer
591,39:17.1,358,deposit,Salary Deposit
591,36:07.4,2313,payment,Restaurant Bill
591,37:44.6,947,payment,Online Purchase
591,42:11.9,562,payment,Grocery Shopping
591,03:50.9,4410,withdrawal,Online Transfer
591,34:46.7,1212,withdrawal,Bill Payment
592,59:49.1,3807,deposit,Salary Deposit
592,37:56.6,240,payment,Grocery Shopping
592,29:06.9,4506,payment,Online Purchase
595,07:31.2,1449,payment,Grocery Shopping
595,13:33.8,1512,withdrawal,Online Transfer
595,31:10.7,499,deposit,Cash Deposit
595,53:59.4,5027,deposit,Salary Deposit
595,36:31.8,6689,deposit,Cash Deposit
595,41:23.1,8845,withdrawal,ATM Withdrawal
595,48:30.9,6916,payment,Restaurant Bill
596,03:38.3,5056,deposit,Salary Deposit
596,14:18.2,1399,withdrawal,Online Transfer
596,44:19.6,7763,withdrawal,Bill Payment
596,32:12.1,1906,deposit,Salary Deposit
596,07:40.7,2900,deposit,Check Deposit
596,41:36.0,2384,payment,Online Purchase
596,48:50.8,5408,withdrawal,Online Transfer
596,28:21.5,8721,withdrawal,Online Transfer
597,36:21.0,8319,withdrawal,Online Transfer
597,20:15.8,1973,withdrawal,Bill Payment
597,41:02.4,7097,withdrawal,Bill Payment
597,02:19.4,6283,payment,Grocery Shopping
597,59:25.7,1348,withdrawal,ATM Withdrawal
598,37:27.4,5381,payment,Online Purchase
598,43:44.7,8382,deposit,Cash Deposit
598,27:49.7,8489,deposit,Salary Deposit
598,18:58.5,2629,withdrawal,ATM Withdrawal
598,14:47.8,8740,withdrawal,Online Transfer
598,19:50.7,824,withdrawal,Bill Payment
599,29:57.4,6413,deposit,Salary Deposit
599,29:02.5,238,withdrawal,Online Transfer
599,26:33.2,9760,deposit,Salary Deposit
599,08:23.0,3965,payment,Grocery Shopping
599,35:17.3,8297,withdrawal,Bill Payment
599,07:00.3,7561,deposit,Cash Deposit
599,36:43.6,6839,withdrawal,Bill Payment
599,24:25.5,7314,payment,Grocery Shopping
600,50:16.6,1848,payment,Online Purchase
600,06:13.8,7369,withdrawal,Online Transfer
600,32:03.6,2710,deposit,Salary Deposit
600,56:13.9,9133,deposit,Cash Deposit
600,46:56.0,3906,withdrawal,ATM Withdrawal
600,09:13.2,6125,withdrawal,ATM Withdrawal
600,53:44.7,9837,withdrawal,Bill Payment
600,49:53.8,5930,payment,Restaurant Bill
600,36:13.8,530,withdrawal,Online Transfer
601,51:20.7,339,withdrawal,Online Transfer
601,41:49.9,6017,payment,Restaurant Bill
601,01:53.0,9069,payment,Grocery Shopping
601,27:42.9,9556,withdrawal,Online Transfer
603,24:34.3,6822,withdrawal,Online Transfer
603,03:26.7,8796,deposit,Cash Deposit
603,21:07.8,9417,payment,Online Purchase
603,27:26.2,8188,deposit,Check Deposit
604,48:32.8,2383,payment,Restaurant Bill
604,30:38.7,7570,withdrawal,Online Transfer
604,39:57.3,9157,payment,Online Purchase
604,27:21.5,8694,deposit,Cash Deposit
604,28:51.3,9537,deposit,Salary Deposit
604,37:08.6,3530,payment,Online Purchase
604,08:46.4,6047,deposit,Cash Deposit
605,16:38.5,9401,deposit,Cash Deposit
606,54:13.3,5631,payment,Restaurant Bill
606,42:31.3,2388,payment,Restaurant Bill
606,18:44.3,9907,payment,Grocery Shopping
607,58:20.0,1934,deposit,Salary Deposit
607,32:42.7,3790,withdrawal,Online Transfer
608,24:08.5,179,payment,Online Purchase
608,55:19.1,4693,deposit,Salary Deposit
608,32:27.2,4588,deposit,Salary Deposit
608,56:50.0,8110,deposit,Cash Deposit
609,35:32.4,4179,withdrawal,ATM Withdrawal
609,36:32.6,9084,withdrawal,Online Transfer
611,20:10.4,557,deposit,Salary Deposit
611,54:18.3,5596,payment,Online Purchase
611,05:20.4,6367,deposit,Salary Deposit
611,15:58.9,1394,withdrawal,Online Transfer
611,55:07.0,6511,payment,Grocery Shopping
611,39:39.7,1852,deposit,Check Deposit
612,46:26.0,3379,deposit,Cash Deposit
612,00:50.6,8951,payment,Restaurant Bill
612,15:17.3,3440,deposit,Cash Deposit
612,29:40.4,9698,payment,Online Purchase
612,27:02.5,8790,withdrawal,Bill Payment
612,54:54.2,6607,payment,Online Purchase
612,12:09.0,3658,payment,Restaurant Bill
612,28:18.8,245,deposit,Check Deposit
612,27:28.4,2754,withdrawal,Online Transfer
613,19:48.2,9359,deposit,Check Deposit
613,57:01.4,5128,deposit,Check Deposit
613,16:00.9,986,deposit,Salary Deposit
613,41:42.9,278,deposit,Cash Deposit
613,01:36.4,1233,withdrawal,Online Transfer
613,07:13.6,6015,payment,Online Purchase
613,01:18.6,7309,payment,Grocery Shopping
613,05:48.9,6613,withdrawal,Online Transfer
613,31:07.3,1228,payment,Online Purchase
614,51:02.2,9644,payment,Grocery Shopping
614,54:01.1,9055,withdrawal,Online Transfer
614,55:47.6,2461,withdrawal,Online Transfer
615,02:30.5,5457,deposit,Check Deposit
615,20:21.0,3596,payment,Grocery Shopping
615,00:57.4,9455,payment,Online Purchase
616,10:06.3,7035,withdrawal,ATM Withdrawal
616,31:47.9,6754,deposit,Salary Deposit
617,56:15.9,5700,payment,Grocery Shopping
617,24:43.0,6993,withdrawal,Online Transfer
617,14:20.0,7079,withdrawal,Online Transfer
617,12:28.2,9670,deposit,Check Deposit
617,19:59.5,5218,deposit,Salary Deposit
617,02:09.2,8520,withdrawal,Bill Payment
617,02:10.4,5766,withdrawal,ATM Withdrawal
617,44:38.9,1332,deposit,Salary Deposit
617,00:24.2,6661,deposit,Salary Deposit
618,33:03.2,619,deposit,Check Deposit
618,05:44.5,609,payment,Restaurant Bill
618,21:16.2,2841,payment,Grocery Shopping
618,25:41.8,5210,deposit,Check Deposit
618,06:55.4,1878,withdrawal,Bill Payment
618,13:06.4,9248,payment,Restaurant Bill
618,05:29.7,5830,deposit,Salary Deposit
618,58:20.4,7543,withdrawal,ATM Withdrawal
618,03:29.2,4888,withdrawal,Online Transfer
619,51:37.9,5746,withdrawal,ATM Withdrawal
620,15:10.0,7498,payment,Grocery Shopping
620,07:10.0,5523,deposit,Cash Deposit
620,18:41.5,1474,withdrawal,Online Transfer
620,52:47.1,4373,deposit,Check Deposit
621,10:01.7,9879,deposit,Salary Deposit
622,46:06.0,5642,payment,Restaurant Bill
622,40:02.6,2930,withdrawal,Online Transfer
622,27:11.4,3830,deposit,Cash Deposit
622,59:26.3,1527,deposit,Cash Deposit
623,36:14.6,5213,payment,Grocery Shopping
623,57:16.4,3705,payment,Online Purchase
623,47:43.8,1714,withdrawal,Bill Payment
624,15:42.3,2372,payment,Online Purchase
624,23:33.9,7704,payment,Grocery Shopping
624,09:01.5,9832,deposit,Cash Deposit
624,47:38.2,9237,deposit,Salary Deposit
624,19:06.1,4612,payment,Restaurant Bill
624,42:14.9,917,deposit,Salary Deposit
625,58:30.2,7350,withdrawal,Online Transfer
625,21:06.5,5705,payment,Restaurant Bill
625,59:18.0,3105,withdrawal,ATM Withdrawal
625,58:33.8,8780,payment,Online Purchase
625,44:08.2,2094,withdrawal,Bill Payment
625,56:34.2,4995,payment,Grocery Shopping
625,50:42.4,7046,deposit,Cash Deposit
625,08:07.9,8991,withdrawal,Bill Payment
626,30:41.9,5792,withdrawal,Online Transfer
626,31:26.9,9098,payment,Online Purchase
627,31:13.9,975,deposit,Salary Deposit
628,38:02.5,1218,withdrawal,Online Transfer
628,16:08.7,2277,payment,Online Purchase
630,03:58.8,1595,withdrawal,ATM Withdrawal
630,44:21.7,8012,withdrawal,Bill Payment
630,13:07.6,4251,withdrawal,Bill Payment
631,20:09.0,3304,deposit,Check Deposit
631,10:37.9,3731,withdrawal,Bill Payment
631,45:30.2,5930,payment,Online Purchase
631,16:38.9,6899,payment,Restaurant Bill
631,35:22.4,3827,deposit,Salary Deposit
633,18:59.9,621,payment,Online Purchase
633,37:55.7,2302,payment,Grocery Shopping
633,50:20.2,8582,payment,Grocery Shopping
633,44:48.1,4170,withdrawal,ATM Withdrawal
633,42:03.0,5706,payment,Restaurant Bill
633,58:49.3,2518,withdrawal,Bill Payment
633,15:40.9,3215,deposit,Salary Deposit
633,01:34.0,3599,withdrawal,Online Transfer
634,47:47.1,874,payment,Restaurant Bill
634,44:42.7,4338,withdrawal,Online Transfer
634,00:33.1,1388,deposit,Salary Deposit
634,23:26.7,5301,deposit,Salary Deposit
634,27:43.8,3210,deposit,Check Deposit
634,20:16.9,4926,withdrawal,Bill Payment
635,15:07.1,7010,payment,Grocery Shopping
635,42:57.4,3202,deposit,Check Deposit
635,37:26.8,3071,payment,Grocery Shopping
635,08:58.1,8667,deposit,Cash Deposit
635,12:28.9,6145,payment,Grocery Shopping
635,04:59.0,6345,payment,Grocery Shopping
636,23:02.0,1139,withdrawal,ATM Withdrawal
636,13:11.6,9449,deposit,Salary Deposit
636,20:03.7,3597,deposit,Check Deposit
636,41:00.2,4815,withdrawal,Online Transfer
636,54:25.1,5229,deposit,Cash Deposit
636,55:49.6,3264,withdrawal,ATM Withdrawal
636,58:33.0,4354,withdrawal,Bill Payment
636,15:25.0,2677,withdrawal,Online Transfer
636,48:53.5,2582,deposit,Cash Deposit
637,08:31.2,9442,deposit,Cash Deposit
637,32:50.8,1084,withdrawal,ATM Withdrawal
637,06:43.7,3479,withdrawal,Online Transfer
637,08:42.0,7300,payment,Restaurant Bill
637,42:55.9,1819,withdrawal,ATM Withdrawal
637,06:07.6,8074,payment,Grocery Shopping
637,24:40.1,2653,deposit,Salary Deposit
637,42:11.4,7051,deposit,Cash Deposit
637,10:52.1,8560,withdrawal,Bill Payment
638,15:33.0,5927,deposit,Salary Deposit
638,37:41.5,4626,payment,Restaurant Bill
638,25:13.5,1078,withdrawal,ATM Withdrawal
638,07:27.3,3513,payment,Restaurant Bill
638,43:37.4,8687,withdrawal,ATM Withdrawal
638,50:54.0,839,deposit,Cash Deposit
638,39:00.2,2732,payment,Restaurant Bill
639,20:09.4,5345,withdrawal,Online Transfer
639,24:27.2,238,payment,Restaurant Bill
639,40:52.4,2647,payment,Grocery Shopping
639,14:30.0,5300,withdrawal,ATM Withdrawal
639,15:31.2,1957,payment,Restaurant Bill
639,27:46.1,1508,withdrawal,Online Transfer
639,43:47.2,8946,withdrawal,ATM Withdrawal
639,52:32.6,892,deposit,Cash Deposit
640,11:48.0,4701,deposit,Cash Deposit
640,15:36.5,4122,payment,Grocery Shopping
640,15:52.4,5512,deposit,Salary Deposit
640,27:06.3,3177,withdrawal,Bill Payment
641,01:31.3,3655,payment,Online Purchase
641,49:31.0,2083,withdrawal,ATM Withdrawal
641,10:25.2,5631,deposit,Salary Deposit
641,33:05.7,588,deposit,Cash Deposit
